State,Race,Table Names,Year,Population
NH,Hispanic,PopByRace2017.csv,2017,47000
NH,Multiple Races,PopByRace2017.csv,2017,20800
NH,Native Hawaiian/Other Pacific Islander,PopByRace2017.csv,2017,
NH,Total,PopByRace2017.csv,2017,1297000
NH,White,PopByRace2017.csv,2017,1175300
NJ,American Indian/Alaska Native,PopByRace2017.csv,2017,9100
NJ,Asian,PopByRace2017.csv,2017,865000
NJ,Black,PopByRace2017.csv,2017,1101200
NJ,Hispanic,PopByRace2017.csv,2017,1812000
NJ,Multiple Races,PopByRace2017.csv,2017,183400
NJ,Native Hawaiian/Other Pacific Islander,PopByRace2017.csv,2017,
NJ,Total,PopByRace2017.csv,2017,8823900
NJ,White,PopByRace2017.csv,2017,4851700
NM,American Indian/Alaska Native,PopByRace2017.csv,2017,183800
NM,Asian,PopByRace2017.csv,2017,25800
NM,Black,PopByRace2017.csv,2017,32800
NM,Hispanic,PopByRace2017.csv,2017,998200
NM,Multiple Races,PopByRace2017.csv,2017,36500
NM,Native Hawaiian/Other Pacific Islander,PopByRace2017.csv,2017,
NM,Total,PopByRace2017.csv,2017,2038200
NM,White,PopByRace2017.csv,2017,760000
NY,American Indian/Alaska Native,PopByRace2017.csv,2017,41600
NY,Asian,PopByRace2017.csv,2017,1684600
NY,Black,PopByRace2017.csv,2017,2735300
NY,Hispanic,PopByRace2017.csv,2017,3722400
NY,Multiple Races,PopByRace2017.csv,2017,474700
NY,Native Hawaiian/Other Pacific Islander,PopByRace2017.csv,2017,4700
NY,Total,PopByRace2017.csv,2017,19315700
NY,White,PopByRace2017.csv,2017,10652400
NC,American Indian/Alaska Native,PopByRace2017.csv,2017,106100
NC,Asian,PopByRace2017.csv,2017,279600
NC,Black,PopByRace2017.csv,2017,2087600
NC,Hispanic,PopByRace2017.csv,2017,935400
NC,Multiple Races,PopByRace2017.csv,2017,254600
NC,Native Hawaiian/Other Pacific Islander,PopByRace2017.csv,2017,6200
NC,Total,PopByRace2017.csv,2017,9948800
NC,White,PopByRace2017.csv,2017,6279300
ND,American Indian/Alaska Native,PopByRace2017.csv,2017,40400
ND,Asian,PopByRace2017.csv,2017,12200
ND,Black,PopByRace2017.csv,2017,21100
ND,Hispanic,PopByRace2017.csv,2017,24500
ND,Multiple Races,PopByRace2017.csv,2017,12400
ND,Native Hawaiian/Other Pacific Islander,PopByRace2017.csv,2017,
ND,Total,PopByRace2017.csv,2017,726000
ND,White,PopByRace2017.csv,2017,614500
OH,American Indian/Alaska Native,PopByRace2017.csv,2017,17200
OH,Asian,PopByRace2017.csv,2017,249700
OH,Black,PopByRace2017.csv,2017,1356900
OH,Hispanic,PopByRace2017.csv,2017,420200
OH,Multiple Races,PopByRace2017.csv,2017,311300
OH,Native Hawaiian/Other Pacific Islander,PopByRace2017.csv,2017,4200
OH,Total,PopByRace2017.csv,2017,11323500
OH,White,PopByRace2017.csv,2017,8964000
OK,American Indian/Alaska Native,PopByRace2017.csv,2017,281500
OK,Asian,PopByRace2017.csv,2017,78400
OK,Black,PopByRace2017.csv,2017,262800
OK,Hispanic,PopByRace2017.csv,2017,400200
OK,Multiple Races,PopByRace2017.csv,2017,268100
OK,Native Hawaiian/Other Pacific Islander,PopByRace2017.csv,2017,5300
OK,Total,PopByRace2017.csv,2017,3803700
OK,White,PopByRace2017.csv,2017,2507400
OR,American Indian/Alaska Native,PopByRace2017.csv,2017,35300
OR,Asian,PopByRace2017.csv,2017,181500
OR,Black,PopByRace2017.csv,2017,70500
OR,Hispanic,PopByRace2017.csv,2017,529600
OR,Multiple Races,PopByRace2017.csv,2017,155900
OR,Native Hawaiian/Other Pacific Islander,PopByRace2017.csv,2017,10300
OR,Total,PopByRace2017.csv,2017,4063000
OR,White,PopByRace2017.csv,2017,3079800
PA,American Indian/Alaska Native,PopByRace2017.csv,2017,12100
PA,Asian,PopByRace2017.csv,2017,424000
PA,Black,PopByRace2017.csv,2017,1294800
PA,Hispanic,PopByRace2017.csv,2017,906500
PA,Multiple Races,PopByRace2017.csv,2017,249900
PA,Native Hawaiian/Other Pacific Islander,PopByRace2017.csv,2017,
PA,Total,PopByRace2017.csv,2017,12389100
PA,White,PopByRace2017.csv,2017,9498700
RI,American Indian/Alaska Native,PopByRace2017.csv,2017,2800
RI,Asian,PopByRace2017.csv,2017,35700
RI,Black,PopByRace2017.csv,2017,54900
RI,Hispanic,PopByRace2017.csv,2017,157900
RI,Multiple Races,PopByRace2017.csv,2017,30000
RI,Native Hawaiian/Other Pacific Islander,PopByRace2017.csv,2017,
RI,Total,PopByRace2017.csv,2017,1015900
RI,White,PopByRace2017.csv,2017,733300
SC,American Indian/Alaska Native,PopByRace2017.csv,2017,12600
SC,Asian,PopByRace2017.csv,2017,73500
SC,Black,PopByRace2017.csv,2017,1297600
SC,Hispanic,PopByRace2017.csv,2017,270000
SC,Multiple Races,PopByRace2017.csv,2017,95700
SC,Native Hawaiian/Other Pacific Islander,PopByRace2017.csv,2017,
SC,Total,PopByRace2017.csv,2017,4864600
SC,White,PopByRace2017.csv,2017,3111700
SD,American Indian/Alaska Native,PopByRace2017.csv,2017,70200
SD,Asian,PopByRace2017.csv,2017,10800
SD,Black,PopByRace2017.csv,2017,17400
SD,Hispanic,PopByRace2017.csv,2017,29800
SD,Multiple Races,PopByRace2017.csv,2017,18000
SD,Native Hawaiian/Other Pacific Islander,PopByRace2017.csv,2017,
SD,Total,PopByRace2017.csv,2017,837000
SD,White,PopByRace2017.csv,2017,690400
TN,American Indian/Alaska Native,PopByRace2017.csv,2017,13400
TN,Asian,PopByRace2017.csv,2017,116100
TN,Black,PopByRace2017.csv,2017,1074900
TN,Hispanic,PopByRace2017.csv,2017,351400
TN,Multiple Races,PopByRace2017.csv,2017,133900
TN,Native Hawaiian/Other Pacific Islander,PopByRace2017.csv,2017,
TN,Total,PopByRace2017.csv,2017,6538200
TN,White,PopByRace2017.csv,2017,4847000
TX,American Indian/Alaska Native,PopByRace2017.csv,2017,69700
TX,Asian,PopByRace2017.csv,2017,1317300
TX,Black,PopByRace2017.csv,2017,3196500
TX,Hispanic,PopByRace2017.csv,2017,10951000
TX,Multiple Races,PopByRace2017.csv,2017,508600
TX,Native Hawaiian/Other Pacific Islander,PopByRace2017.csv,2017,18400
TX,Total,PopByRace2017.csv,2017,27621300
TX,White,PopByRace2017.csv,2017,11559700
UT,American Indian/Alaska Native,PopByRace2017.csv,2017,27000
UT,Asian,PopByRace2017.csv,2017,74200
UT,Black,PopByRace2017.csv,2017,33000
UT,Hispanic,PopByRace2017.csv,2017,425000
UT,Multiple Races,PopByRace2017.csv,2017,69300
UT,Native Hawaiian/Other Pacific Islander,PopByRace2017.csv,2017,26600
UT,Total,PopByRace2017.csv,2017,3047400
UT,White,PopByRace2017.csv,2017,2392300
VT,American Indian/Alaska Native,PopByRace2017.csv,2017,
VT,Asian,PopByRace2017.csv,2017,10300
VT,Black,PopByRace2017.csv,2017,7000
VT,Hispanic,PopByRace2017.csv,2017,10400
VT,Multiple Races,PopByRace2017.csv,2017,12000
VT,Native Hawaiian/Other Pacific Islander,PopByRace2017.csv,2017,
VT,Total,PopByRace2017.csv,2017,600200
VT,White,PopByRace2017.csv,2017,559000
VA,American Indian/Alaska Native,PopByRace2017.csv,2017,18100
VA,Asian,PopByRace2017.csv,2017,533400
VA,Black,PopByRace2017.csv,2017,1507600
VA,Hispanic,PopByRace2017.csv,2017,758500
VA,Multiple Races,PopByRace2017.csv,2017,280700
VA,Native Hawaiian/Other Pacific Islander,PopByRace2017.csv,2017,3200
VA,Total,PopByRace2017.csv,2017,8140700
VA,White,PopByRace2017.csv,2017,5039200
WA,American Indian/Alaska Native,PopByRace2017.csv,2017,68600
WA,Asian,PopByRace2017.csv,2017,617900
WA,Black,PopByRace2017.csv,2017,246900
WA,Hispanic,PopByRace2017.csv,2017,916000
WA,Multiple Races,PopByRace2017.csv,2017,372200
WA,Native Hawaiian/Other Pacific Islander,PopByRace2017.csv,2017,42200
WA,Total,PopByRace2017.csv,2017,7239800
WA,White,PopByRace2017.csv,2017,4976100
WV,American Indian/Alaska Native,PopByRace2017.csv,2017,2000
WV,Asian,PopByRace2017.csv,2017,14200
WV,Black,PopByRace2017.csv,2017,64300
WV,Hispanic,PopByRace2017.csv,2017,20400
WV,Multiple Races,PopByRace2017.csv,2017,28800
WV,Native Hawaiian/Other Pacific Islander,PopByRace2017.csv,2017,
WV,Total,PopByRace2017.csv,2017,1762100
WV,White,PopByRace2017.csv,2017,1631600
WI,American Indian/Alaska Native,PopByRace2017.csv,2017,43500
WI,Asian,PopByRace2017.csv,2017,166800
WI,Black,PopByRace2017.csv,2017,328100
WI,Hispanic,PopByRace2017.csv,2017,382000
WI,Multiple Races,PopByRace2017.csv,2017,120600
WI,Native Hawaiian/Other Pacific Islander,PopByRace2017.csv,2017,
WI,Total,PopByRace2017.csv,2017,5643000
WI,White,PopByRace2017.csv,2017,4600500
WY,American Indian/Alaska Native,PopByRace2017.csv,2017,12100
WY,Asian,PopByRace2017.csv,2017,4200
WY,Black,PopByRace2017.csv,2017,5300
WY,Hispanic,PopByRace2017.csv,2017,56100
WY,Multiple Races,PopByRace2017.csv,2017,11200
WY,Native Hawaiian/Other Pacific Islander,PopByRace2017.csv,2017,
WY,Total,PopByRace2017.csv,2017,563300
WY,White,PopByRace2017.csv,2017,474400
AL,American Indian/Alaska Native,PopByRace2019.csv,2019,18800
AL,Asian,PopByRace2019.csv,2019,65200
AL,Black,PopByRace2019.csv,2019,1263500
AL,Hispanic,PopByRace2019.csv,2019,211700
AL,Multiple Races,PopByRace2019.csv,2019,89200
AL,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
AL,Total,PopByRace2019.csv,2019,4767100
AL,White,PopByRace2019.csv,2019,3117200
AK,American Indian/Alaska Native,PopByRace2019.csv,2019,106000
AK,Asian,PopByRace2019.csv,2019,42000
AK,Black,PopByRace2019.csv,2019,15200
AK,Hispanic,PopByRace2019.csv,2019,48900
AK,Multiple Races,PopByRace2019.csv,2019,58200
AK,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,10400
AK,Total,PopByRace2019.csv,2019,701700
AK,White,PopByRace2019.csv,2019,421100
AZ,American Indian/Alaska Native,PopByRace2019.csv,2019,276100
AZ,Asian,PopByRace2019.csv,2019,231000
AZ,Black,PopByRace2019.csv,2019,306600
AZ,Hispanic,PopByRace2019.csv,2019,2254800
AZ,Multiple Races,PopByRace2019.csv,2019,173400
AZ,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,12500
AZ,Total,PopByRace2019.csv,2019,7098000
AZ,White,PopByRace2019.csv,2019,3843700
AR,American Indian/Alaska Native,PopByRace2019.csv,2019,16700
AR,Asian,PopByRace2019.csv,2019,45500
AR,Black,PopByRace2019.csv,2019,444200
AR,Hispanic,PopByRace2019.csv,2019,226800
AR,Multiple Races,PopByRace2019.csv,2019,70100
AR,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,10800
AR,Total,PopByRace2019.csv,2019,2922500
AR,White,PopByRace2019.csv,2019,2108400
CA,American Indian/Alaska Native,PopByRace2019.csv,2019,138800
CA,Asian,PopByRace2019.csv,2019,5691100
CA,Black,PopByRace2019.csv,2019,2066300
CA,Hispanic,PopByRace2019.csv,2019,15271400
CA,Multiple Races,PopByRace2019.csv,2019,1290700
CA,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,137000
CA,Total,PopByRace2019.csv,2019,38642700
CA,White,PopByRace2019.csv,2019,14047400
CO,American Indian/Alaska Native,PopByRace2019.csv,2019,29400
CO,Asian,PopByRace2019.csv,2019,180300
CO,Black,PopByRace2019.csv,2019,211100
CO,Hispanic,PopByRace2019.csv,2019,1221900
CO,Multiple Races,PopByRace2019.csv,2019,158700
CO,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,6200
CO,Total,PopByRace2019.csv,2019,5611800
CO,White,PopByRace2019.csv,2019,3804100
CT,American Indian/Alaska Native,PopByRace2019.csv,2019,5600
CT,Asian,PopByRace2019.csv,2019,158600
CT,Black,PopByRace2019.csv,2019,346400
CT,Hispanic,PopByRace2019.csv,2019,583300
CT,Multiple Races,PopByRace2019.csv,2019,90100
CT,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
CT,Total,PopByRace2019.csv,2019,3453300
CT,White,PopByRace2019.csv,2019,2268200
DE,American Indian/Alaska Native,PopByRace2019.csv,2019,3000
DE,Asian,PopByRace2019.csv,2019,36900
DE,Black,PopByRace2019.csv,2019,205100
DE,Hispanic,PopByRace2019.csv,2019,91100
DE,Multiple Races,PopByRace2019.csv,2019,26300
DE,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
DE,Total,PopByRace2019.csv,2019,940300
DE,White,PopByRace2019.csv,2019,577700
FL,American Indian/Alaska Native,PopByRace2019.csv,2019,39900
FL,Asian,PopByRace2019.csv,2019,573500
FL,Black,PopByRace2019.csv,2019,3150100
FL,Hispanic,PopByRace2019.csv,2019,5583900
FL,Multiple Races,PopByRace2019.csv,2019,513300
FL,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,12200
FL,Total,PopByRace2019.csv,2019,20992000
FL,White,PopByRace2019.csv,2019,11119200
GA,American Indian/Alaska Native,PopByRace2019.csv,2019,19700
GA,Asian,PopByRace2019.csv,2019,422400
GA,Black,PopByRace2019.csv,2019,3225900
GA,Hispanic,PopByRace2019.csv,2019,1011800
GA,Multiple Races,PopByRace2019.csv,2019,253900
GA,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,5800
GA,Total,PopByRace2019.csv,2019,10294000
GA,White,PopByRace2019.csv,2019,5354500
HI,American Indian/Alaska Native,PopByRace2019.csv,2019,1600
HI,Asian,PopByRace2019.csv,2019,528600
HI,Black,PopByRace2019.csv,2019,16400
HI,Hispanic,PopByRace2019.csv,2019,137900
HI,Multiple Races,PopByRace2019.csv,2019,247200
HI,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,136900
HI,Total,PopByRace2019.csv,2019,1343000
HI,White,PopByRace2019.csv,2019,274400
ID,American Indian/Alaska Native,PopByRace2019.csv,2019,15900
ID,Asian,PopByRace2019.csv,2019,21600
ID,Black,PopByRace2019.csv,2019,11500
ID,Hispanic,PopByRace2019.csv,2019,225600
ID,Multiple Races,PopByRace2019.csv,2019,44800
ID,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
ID,Total,PopByRace2019.csv,2019,1750900
ID,White,PopByRace2019.csv,2019,1429500
IL,American Indian/Alaska Native,PopByRace2019.csv,2019,11300
IL,Asian,PopByRace2019.csv,2019,695500
IL,Black,PopByRace2019.csv,2019,1679900
IL,Hispanic,PopByRace2019.csv,2019,2177500
IL,Multiple Races,PopByRace2019.csv,2019,272500
IL,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,3000
IL,Total,PopByRace2019.csv,2019,12362300
IL,White,PopByRace2019.csv,2019,7522700
IN,American Indian/Alaska Native,PopByRace2019.csv,2019,12300
IN,Asian,PopByRace2019.csv,2019,158800
IN,Black,PopByRace2019.csv,2019,600500
IN,Hispanic,PopByRace2019.csv,2019,471000
IN,Multiple Races,PopByRace2019.csv,2019,151300
IN,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
IN,Total,PopByRace2019.csv,2019,6511800
IN,White,PopByRace2019.csv,2019,5116000
IA,American Indian/Alaska Native,PopByRace2019.csv,2019,8800
IA,Asian,PopByRace2019.csv,2019,71600
IA,Black,PopByRace2019.csv,2019,119200
IA,Hispanic,PopByRace2019.csv,2019,191600
IA,Multiple Races,PopByRace2019.csv,2019,57400
IA,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,1000
IA,Total,PopByRace2019.csv,2019,3060200
IA,White,PopByRace2019.csv,2019,2610600
KS,American Indian/Alaska Native,PopByRace2019.csv,2019,17500
KS,Asian,PopByRace2019.csv,2019,79900
KS,Black,PopByRace2019.csv,2019,153300
KS,Hispanic,PopByRace2019.csv,2019,341900
KS,Multiple Races,PopByRace2019.csv,2019,89100
KS,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
KS,Total,PopByRace2019.csv,2019,2811200
KS,White,PopByRace2019.csv,2019,2128700
KY,American Indian/Alaska Native,PopByRace2019.csv,2019,4900
KY,Asian,PopByRace2019.csv,2019,70400
KY,Black,PopByRace2019.csv,2019,344900
KY,Hispanic,PopByRace2019.csv,2019,160800
KY,Multiple Races,PopByRace2019.csv,2019,87500
KY,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
KY,Total,PopByRace2019.csv,2019,4319300
KY,White,PopByRace2019.csv,2019,3648500
LA,American Indian/Alaska Native,PopByRace2019.csv,2019,21600
LA,Asian,PopByRace2019.csv,2019,76600
LA,Black,PopByRace2019.csv,2019,1433000
LA,Hispanic,PopByRace2019.csv,2019,235800
LA,Multiple Races,PopByRace2019.csv,2019,86900
LA,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
LA,Total,PopByRace2019.csv,2019,4498600
LA,White,PopByRace2019.csv,2019,2643900
ME,American Indian/Alaska Native,PopByRace2019.csv,2019,9700
ME,Asian,PopByRace2019.csv,2019,14500
ME,Black,PopByRace2019.csv,2019,17800
ME,Hispanic,PopByRace2019.csv,2019,21900
ME,Multiple Races,PopByRace2019.csv,2019,24600
ME,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
ME,Total,PopByRace2019.csv,2019,1302300
ME,White,PopByRace2019.csv,2019,1213500
MD,American Indian/Alaska Native,PopByRace2019.csv,2019,12400
MD,Asian,PopByRace2019.csv,2019,373300
MD,Black,PopByRace2019.csv,2019,1741500
MD,Hispanic,PopByRace2019.csv,2019,624500
MD,Multiple Races,PopByRace2019.csv,2019,188100
MD,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
MD,Total,PopByRace2019.csv,2019,5875500
MD,White,PopByRace2019.csv,2019,2934100
MA,American Indian/Alaska Native,PopByRace2019.csv,2019,12000
MA,Asian,PopByRace2019.csv,2019,448000
MA,Black,PopByRace2019.csv,2019,466200
MA,Hispanic,PopByRace2019.csv,2019,824100
MA,Multiple Races,PopByRace2019.csv,2019,210800
MA,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,2600
MA,Total,PopByRace2019.csv,2019,6650800
MA,White,PopByRace2019.csv,2019,4687000
MI,American Indian/Alaska Native,PopByRace2019.csv,2019,47100
MI,Asian,PopByRace2019.csv,2019,315900
MI,Black,PopByRace2019.csv,2019,1305100
MI,Hispanic,PopByRace2019.csv,2019,514600
MI,Multiple Races,PopByRace2019.csv,2019,264900
MI,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
MI,Total,PopByRace2019.csv,2019,9765600
MI,White,PopByRace2019.csv,2019,7316400
MN,American Indian/Alaska Native,PopByRace2019.csv,2019,50900
MN,Asian,PopByRace2019.csv,2019,272500
MN,Black,PopByRace2019.csv,2019,353700
MN,Hispanic,PopByRace2019.csv,2019,307300
MN,Multiple Races,PopByRace2019.csv,2019,165900
MN,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
MN,Total,PopByRace2019.csv,2019,5514800
MN,White,PopByRace2019.csv,2019,4361600
MS,American Indian/Alaska Native,PopByRace2019.csv,2019,11000
MS,Asian,PopByRace2019.csv,2019,28600
MS,Black,PopByRace2019.csv,2019,1078300
MS,Hispanic,PopByRace2019.csv,2019,85900
MS,Multiple Races,PopByRace2019.csv,2019,40700
MS,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
MS,Total,PopByRace2019.csv,2019,2867100
MS,White,PopByRace2019.csv,2019,1622400
MO,American Indian/Alaska Native,PopByRace2019.csv,2019,21200
MO,Asian,PopByRace2019.csv,2019,122500
MO,Black,PopByRace2019.csv,2019,667100
MO,Hispanic,PopByRace2019.csv,2019,253900
MO,Multiple Races,PopByRace2019.csv,2019,152000
MO,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,8200
MO,Total,PopByRace2019.csv,2019,5939900
MO,White,PopByRace2019.csv,2019,4715000
MT,American Indian/Alaska Native,PopByRace2019.csv,2019,62900
MT,Asian,PopByRace2019.csv,2019,7900
MT,Black,PopByRace2019.csv,2019,5900
MT,Hispanic,PopByRace2019.csv,2019,38300
MT,Multiple Races,PopByRace2019.csv,2019,28700
MT,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
MT,Total,PopByRace2019.csv,2019,1039400
MT,White,PopByRace2019.csv,2019,895200
NE,American Indian/Alaska Native,PopByRace2019.csv,2019,14800
NE,Asian,PopByRace2019.csv,2019,45200
NE,Black,PopByRace2019.csv,2019,89200
NE,Hispanic,PopByRace2019.csv,2019,212200
NE,Multiple Races,PopByRace2019.csv,2019,40200
NE,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
NE,Total,PopByRace2019.csv,2019,1873600
NE,White,PopByRace2019.csv,2019,1470900
NV,American Indian/Alaska Native,PopByRace2019.csv,2019,26700
NV,Asian,PopByRace2019.csv,2019,257500
NV,Black,PopByRace2019.csv,2019,279000
NV,Hispanic,PopByRace2019.csv,2019,888400
NV,Multiple Races,PopByRace2019.csv,2019,111900
NV,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,17500
NV,Total,PopByRace2019.csv,2019,3029700
NV,White,PopByRace2019.csv,2019,1448800
NH,American Indian/Alaska Native,PopByRace2019.csv,2019,
NH,Asian,PopByRace2019.csv,2019,34800
NH,Black,PopByRace2019.csv,2019,17600
NH,Hispanic,PopByRace2019.csv,2019,51500
NH,Multiple Races,PopByRace2019.csv,2019,27600
NH,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
NH,Total,PopByRace2019.csv,2019,1314000
NH,White,PopByRace2019.csv,2019,1179700
NJ,American Indian/Alaska Native,PopByRace2019.csv,2019,8800
NJ,Asian,PopByRace2019.csv,2019,836400
NJ,Black,PopByRace2019.csv,2019,1081400
NJ,Hispanic,PopByRace2019.csv,2019,1822900
NJ,Multiple Races,PopByRace2019.csv,2019,209000
NJ,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
NJ,Total,PopByRace2019.csv,2019,8699400
NJ,White,PopByRace2019.csv,2019,4738500
NM,American Indian/Alaska Native,PopByRace2019.csv,2019,176600
NM,Asian,PopByRace2019.csv,2019,32900
NM,Black,PopByRace2019.csv,2019,35000
NM,Hispanic,PopByRace2019.csv,2019,1010200
NM,Multiple Races,PopByRace2019.csv,2019,36000
NM,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
NM,Total,PopByRace2019.csv,2019,2041400
NM,White,PopByRace2019.csv,2019,750000
NY,American Indian/Alaska Native,PopByRace2019.csv,2019,39100
NY,Asian,PopByRace2019.csv,2019,1625500
NY,Black,PopByRace2019.csv,2019,2651600
NY,Hispanic,PopByRace2019.csv,2019,3649800
NY,Multiple Races,PopByRace2019.csv,2019,507900
NY,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
NY,Total,PopByRace2019.csv,2019,18908300
NY,White,PopByRace2019.csv,2019,10432200
NC,American Indian/Alaska Native,PopByRace2019.csv,2019,112600
NC,Asian,PopByRace2019.csv,2019,294400
NC,Black,PopByRace2019.csv,2019,2124200
NC,Hispanic,PopByRace2019.csv,2019,987900
NC,Multiple Races,PopByRace2019.csv,2019,260600
NC,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,4800
NC,Total,PopByRace2019.csv,2019,10139700
NC,White,PopByRace2019.csv,2019,6355400
ND,American Indian/Alaska Native,PopByRace2019.csv,2019,38000
ND,Asian,PopByRace2019.csv,2019,10400
ND,Black,PopByRace2019.csv,2019,17900
ND,Hispanic,PopByRace2019.csv,2019,29400
ND,Multiple Races,PopByRace2019.csv,2019,19100
ND,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
ND,Total,PopByRace2019.csv,2019,731000
ND,White,PopByRace2019.csv,2019,614600
OH,American Indian/Alaska Native,PopByRace2019.csv,2019,15800
OH,Asian,PopByRace2019.csv,2019,260500
OH,Black,PopByRace2019.csv,2019,1380000
OH,Hispanic,PopByRace2019.csv,2019,452300
OH,Multiple Races,PopByRace2019.csv,2019,321400
OH,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
OH,Total,PopByRace2019.csv,2019,11351500
OH,White,PopByRace2019.csv,2019,8918300
OK,American Indian/Alaska Native,PopByRace2019.csv,2019,295000
OK,Asian,PopByRace2019.csv,2019,78900
OK,Black,PopByRace2019.csv,2019,262800
OK,Hispanic,PopByRace2019.csv,2019,424600
OK,Multiple Races,PopByRace2019.csv,2019,272800
OK,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,4600
OK,Total,PopByRace2019.csv,2019,3826900
OK,White,PopByRace2019.csv,2019,2488200
OR,American Indian/Alaska Native,PopByRace2019.csv,2019,38900
OR,Asian,PopByRace2019.csv,2019,192000
OR,Black,PopByRace2019.csv,2019,72900
OR,Hispanic,PopByRace2019.csv,2019,553400
OR,Multiple Races,PopByRace2019.csv,2019,163100
OR,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,10900
OR,Total,PopByRace2019.csv,2019,4128900
OR,White,PopByRace2019.csv,2019,3097700
PA,American Indian/Alaska Native,PopByRace2019.csv,2019,14200
PA,Asian,PopByRace2019.csv,2019,438000
PA,Black,PopByRace2019.csv,2019,1282000
PA,Hispanic,PopByRace2019.csv,2019,960500
PA,Multiple Races,PopByRace2019.csv,2019,279200
PA,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,2300
PA,Total,PopByRace2019.csv,2019,12377600
PA,White,PopByRace2019.csv,2019,9401500
RI,American Indian/Alaska Native,PopByRace2019.csv,2019,2300
RI,Asian,PopByRace2019.csv,2019,34000
RI,Black,PopByRace2019.csv,2019,60300
RI,Hispanic,PopByRace2019.csv,2019,169100
RI,Multiple Races,PopByRace2019.csv,2019,33900
RI,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
RI,Total,PopByRace2019.csv,2019,1017100
RI,White,PopByRace2019.csv,2019,717300
SC,American Indian/Alaska Native,PopByRace2019.csv,2019,14300
SC,Asian,PopByRace2019.csv,2019,84100
SC,Black,PopByRace2019.csv,2019,1307200
SC,Hispanic,PopByRace2019.csv,2019,285200
SC,Multiple Races,PopByRace2019.csv,2019,108300
SC,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
SC,Total,PopByRace2019.csv,2019,4984200
SC,White,PopByRace2019.csv,2019,3177000
SD,American Indian/Alaska Native,PopByRace2019.csv,2019,71500
SD,Asian,PopByRace2019.csv,2019,11000
SD,Black,PopByRace2019.csv,2019,18800
SD,Hispanic,PopByRace2019.csv,2019,31400
SD,Multiple Races,PopByRace2019.csv,2019,20500
SD,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
SD,Total,PopByRace2019.csv,2019,851300
SD,White,PopByRace2019.csv,2019,697500
TN,American Indian/Alaska Native,PopByRace2019.csv,2019,17200
TN,Asian,PopByRace2019.csv,2019,120600
TN,Black,PopByRace2019.csv,2019,1088500
TN,Hispanic,PopByRace2019.csv,2019,378900
TN,Multiple Races,PopByRace2019.csv,2019,148700
TN,Native Hawaiian/Other Pacific Islander,PopByRace2019.csv,2019,
TN,Total,PopByRace2019.csv,2019,6640900
TN,White,PopByRace2019.csv,2019,4884500
TX,American Indian/Alaska Native,PopByRace2019.csv,2019,76800
TX,Asian,PopByRace2019.csv,2019,1409700
TX,Black,PopByRace2019.csv,2019,3297200
TX,Hispanic,PopByRace2019.csv,2019,11300500
TX,Multiple Races,PopByRace2019.csv,2019,545800
